Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
415,P.J. Tucker\tuckepj01,SF,31,TOT,60,17,28.4,2.5,6.1,.416,0.8,2.3,.343,1.7,3.8,.460,.481,1.1,1.4,.783,1.7,4.3,6.0,1.3,1.5,0.2,0.9,2.5,6.9
415,P.J. Tucker\tuckepj01,SF,31,PHO,57,17,28.5,2.6,6.2,.416,0.8,2.4,.338,1.8,3.8,.465,.482,1.1,1.4,.792,1.6,4.4,6.0,1.3,1.5,0.2,0.9,2.5,7.0
415,P.J. Tucker\tuckepj01,SF,31,TOR,3,0,25.3,1.3,3.3,.400,0.3,0.3,1.000,1.0,3.0,.333,.450,1.3,2.0,.667,2.0,3.3,5.3,1.0,1.7,0.0,0.0,2.0,4.3
416,Evan Turner\turneev01,SG,28,POR,50,10,26.2,3.9,8.9,.435,0.6,2.0,.283,3.3,6.9,.478,.466,1.4,1.6,.854,0.5,3.3,3.8,3.4,0.8,0.3,1.6,1.8,9.7
417,Myles Turner\turnemy01,C,20,IND,59,59,30.9,5.8,11.2,.520,0.6,1.6,.365,5.2,9.5,.546,.546,3.3,4.2,.798,1.6,5.6,7.1,1.2,0.9,2.1,1.4,3.3,15.5
418,Beno Udrih\udrihbe01,PG,34,DET,30,0,14.0,2.3,5.0,.453,0.3,0.9,.357,1.9,4.1,.475,.487,0.8,0.9,.923,0.2,1.1,1.3,3.0,0.2,0.0,0.8,0.7,5.7
419,Tyler Ulis\ulisty01,PG,21,PHO,38,0,9.2,1.3,3.4,.389,0.2,0.5,.300,1.2,2.9,.405,.412,0.3,0.4,.813,0.2,0.5,0.7,1.4,0.6,0.0,0.8,0.8,3.2
420,Jonas Valanciunas\valanjo01,C,24,TOR,58,58,26.6,5.0,9.1,.549,0.0,0.0,,5.0,9.1,.549,.549,2.3,2.8,.840,2.9,6.8,9.7,0.7,0.5,0.7,1.4,2.8,12.3
421,Denzel Valentine\valende01,SG,23,CHI,34,0,13.4,1.4,3.9,.351,1.0,2.8,.344,0.4,1.1,.368,.474,0.2,0.3,.700,0.1,1.7,1.8,0.9,0.6,0.1,0.7,1.0,3.9
422,Fred VanVleet\vanvlfr01,PG,22,TOR,22,0,7.0,1.0,2.9,.365,0.3,0.8,.389,0.7,2.0,.356,.421,0.4,0.5,.818,0.1,0.9,1.0,0.8,0.5,0.0,0.2,0.8,2.8
423,Anderson Varejao\varejan01,C,34,GSW,14,1,6.6,0.4,1.0,.357,0.0,0.0,,0.4,1.0,.357,.357,0.6,0.8,.727,0.9,1.1,1.9,0.7,0.2,0.2,0.6,1.1,1.3
424,Greivis Vasquez\vasqugr01,PG,30,BRK,3,0,13.0,0.7,2.7,.250,0.3,1.0,.333,0.3,1.7,.200,.313,0.7,1.0,.667,0.0,0.7,0.7,1.7,0.3,0.3,0.3,2.0,2.3
425,Rashad Vaughn\vaughra01,SG,20,MIL,26,0,11.3,1.3,3.8,.354,0.8,2.3,.339,0.6,1.5,.375,.455,0.0,0.1,.500,0.0,1.3,1.3,0.4,0.5,0.2,0.3,0.7,3.5
426,Noah Vonleh\vonleno01,PF,21,POR,50,17,13.4,1.3,3.1,.423,0.1,0.4,.350,1.2,2.7,.434,.446,0.5,0.9,.553,1.3,2.8,4.2,0.2,0.3,0.4,0.8,1.8,3.3
427,Nikola Vucevic\vucevni01,C,26,ORL,57,37,28.6,6.2,13.2,.472,0.3,0.9,.278,6.0,12.3,.486,.481,1.4,2.2,.643,2.2,7.9,10.1,2.8,1.0,1.0,1.7,2.4,14.2
428,Sasha Vujacic\vujacsa01,SG,32,NYK,30,2,7.8,0.7,2.2,.328,0.4,1.3,.308,0.3,0.9,.357,.418,0.4,0.5,.800,0.1,1.0,1.1,0.8,0.3,0.1,0.3,0.8,2.3
429,Dwyane Wade\wadedw01,SG,35,CHI,50,49,30.5,7.2,16.6,.436,0.8,2.5,.320,6.4,14.1,.457,.460,3.9,5.0,.794,1.1,3.5,4.6,4.0,1.5,0.7,2.2,1.9,19.2
430,Dion Waiters\waitedi01,SG,25,MIA,37,34,30.9,6.2,14.7,.419,1.8,4.5,.389,4.4,10.2,.432,.479,1.9,2.8,.663,0.4,3.1,3.5,4.5,1.0,0.5,2.3,2.2,15.9
431,Kemba Walker\walkeke02,PG,26,CHO,58,58,34.6,8.0,17.7,.451,2.8,6.9,.402,5.2,10.9,.482,.529,3.9,4.7,.838,0.6,3.5,4.1,5.4,1.2,0.3,2.3,1.6,22.7
432,John Wall\walljo01,PG,26,WAS,55,55,36.7,8.3,18.4,.452,1.1,3.4,.312,7.2,15.0,.484,.481,5.2,6.4,.814,0.8,3.6,4.5,10.7,2.1,0.6,4.4,2.0,22.9
433,Taurean Waller-Prince\princta02,SF,22,ATL,36,0,11.8,1.3,3.5,.381,0.4,1.2,.295,1.0,2.3,.427,.433,0.9,1.1,.895,0.4,2.0,2.4,0.7,0.5,0.3,0.8,1.2,4.0
434,T.J. Warren\warretj01,SF,23,PHO,46,39,29.5,5.5,11.8,.468,0.4,1.7,.250,5.1,10.2,.503,.485,1.7,2.2,.778,1.6,2.4,4.0,1.0,1.2,0.4,0.8,2.7,13.1
435,C.J. Watson\watsocj01,PG,32,ORL,46,9,16.8,1.5,3.9,.389,0.5,1.6,.338,1.0,2.3,.425,.458,1.1,1.2,.860,0.2,1.2,1.5,1.8,0.7,0.0,0.8,1.2,4.7
436,Briante Weber\weberbr01,PG,24,GSW,7,0,6.6,0.7,2.0,.357,0.0,0.4,.000,0.7,1.6,.455,.357,0.3,0.4,.667,0.0,0.6,0.6,0.7,0.4,0.1,0.4,0.6,1.7
437,David West\westda01,PF,36,GSW,45,0,11.6,1.7,3.2,.527,0.0,0.1,.500,1.7,3.2,.528,.534,0.6,0.8,.757,0.6,2.1,2.7,2.2,0.7,0.6,1.0,1.5,4.1
438,Russell Westbrook\westbru01,PG,28,OKC,59,59,34.7,10.1,23.9,.421,2.2,6.4,.334,7.9,17.4,.453,.466,8.7,10.5,.831,1.8,8.8,10.6,10.3,1.6,0.4,5.5,2.4,31.0
439,Okaro White\whiteok01,PF,24,MIA,17,0,15.3,1.2,2.5,.465,0.6,1.2,.476,0.6,1.3,.455,.581,0.9,1.1,.889,0.7,1.9,2.6,0.6,0.4,0.2,0.5,1.8,3.9
440,Isaiah Whitehead\whiteis01,PG,21,BRK,50,26,21.8,2.7,7.0,.391,0.6,1.9,.323,2.1,5.1,.416,.434,1.1,1.3,.821,0.3,2.1,2.5,2.9,0.6,0.5,2.1,2.5,7.2
441,Hassan Whiteside\whiteha01,C,27,MIA,55,55,32.9,7.0,12.7,.554,0.0,0.0,,7.0,12.7,.554,.554,2.6,4.6,.578,3.7,10.5,14.1,0.7,0.8,2.0,2.1,3.0,16.7
442,Andrew Wiggins\wiggian01,SF,21,MIN,60,60,37.2,8.7,18.7,.464,1.3,3.6,.350,7.4,15.1,.491,.498,4.8,6.4,.757,1.3,2.9,4.2,2.5,1.0,0.4,2.4,2.2,23.4
443,C.J. Wilcox\wilcocj01,SG,26,ORL,17,0,4.6,0.4,1.1,.316,0.1,0.8,.154,0.2,0.4,.667,.368,0.1,0.1,1.000,0.1,0.4,0.5,0.5,0.1,0.1,0.3,0.3,0.9
444,Alan Williams\willial03,PF,24,PHO,25,0,8.5,1.8,3.1,.571,0.0,0.0,,1.8,3.1,.571,.571,0.7,1.2,.567,1.6,2.1,3.7,0.2,0.4,0.6,0.6,1.8,4.2
445,Deron Williams\willide01,PG,32,DAL,40,40,29.3,4.9,11.4,.430,1.6,4.5,.348,3.3,6.8,.484,.499,1.7,2.1,.821,0.3,2.2,2.6,6.9,0.6,0.1,2.4,2.4,13.1
446,Derrick Williams\willide02,PF,25,TOT,32,11,17.0,2.4,5.6,.436,0.5,2.0,.250,1.9,3.6,.539,.480,1.5,2.3,.644,0.5,2.5,3.0,0.7,0.3,0.2,0.6,1.3,6.8
446,Derrick Williams\willide02,PF,25,MIA,25,11,15.1,2.2,5.5,.394,0.4,1.8,.200,1.8,3.7,.489,.427,1.2,2.0,.620,0.6,2.3,2.9,0.6,0.4,0.2,0.6,1.3,5.9
446,Derrick Williams\willide02,PF,25,CLE,7,0,24.0,3.4,6.0,.571,1.0,2.7,.368,2.4,3.3,.739,.655,2.3,3.3,.696,0.1,3.3,3.4,1.0,0.3,0.0,0.6,1.3,10.1
447,Lou Williams\willilo02,SG,30,TOT,61,1,24.3,5.7,12.7,.447,2.2,5.6,.395,3.5,7.1,.488,.535,5.2,6.0,.882,0.3,2.0,2.3,3.1,1.1,0.2,2.0,1.2,18.9
447,Lou Williams\willilo02,SG,30,LAL,58,1,24.2,5.6,12.7,.444,2.1,5.4,.386,3.5,7.2,.488,.527,5.2,5.9,.884,0.2,2.1,2.3,3.2,1.1,0.2,2.1,1.2,18.6
447,Lou Williams\willilo02,SG,30,HOU,3,0,26.7,7.0,14.0,.500,4.7,9.3,.500,2.3,4.7,.500,.667,5.3,6.3,.842,0.7,1.0,1.7,2.3,1.3,0.3,1.3,2.3,24.0
448,Marvin Williams\willima02,PF,30,CHO,53,53,29.0,3.9,9.6,.409,1.7,4.9,.345,2.2,4.7,.476,.497,1.5,1.8,.849,0.9,4.7,5.6,1.2,0.7,0.6,0.8,1.7,11.0
449,Reggie Williams\willire02,SF,30,NOP,6,0,13.2,1.3,3.8,.348,0.8,1.8,.455,0.5,2.0,.250,.457,1.0,1.2,.857,0.3,0.7,1.0,0.7,0.5,0.0,0.0,0.3,4.5
450,Troy Williams\willitr02,SF,22,MEM,24,13,17.4,2.1,5.1,.418,0.4,1.7,.244,1.7,3.4,.506,.459,0.6,1.0,.600,0.3,1.6,1.8,0.8,1.0,0.4,1.1,1.8,5.3
451,Kyle Wiltjer\wiltjky01,PF,24,HOU,9,0,3.2,0.3,1.1,.300,0.3,1.1,.300,0.0,0.0,,.450,0.1,0.2,.500,0.3,0.4,0.8,0.0,0.0,0.1,0.3,0.3,1.1
452,Justise Winslow\winslju01,SF,20,MIA,18,15,34.7,4.4,12.6,.354,0.4,1.9,.200,4.1,10.6,.382,.369,1.6,2.6,.617,1.3,3.9,5.2,3.7,1.5,0.3,1.8,2.9,10.9
453,Jeff Withey\witheje01,C,26,UTA,32,0,7.9,0.9,1.7,.519,0.0,0.0,.000,0.9,1.7,.528,.519,0.7,0.9,.786,0.8,1.4,2.2,0.1,0.3,0.7,0.3,0.9,2.4
454,Christian Wood\woodch01,PF,21,CHO,5,0,9.8,0.8,2.0,.400,0.0,0.8,.000,0.8,1.2,.667,.400,1.0,1.2,.833,1.2,2.0,3.2,0.4,0.0,0.4,0.4,1.2,2.6
455,Metta World Peace\artesro01,SF,37,LAL,18,1,4.5,0.3,1.6,.214,0.1,0.9,.125,0.2,0.7,.333,.250,0.2,0.4,.500,0.2,0.3,0.5,0.3,0.2,0.1,0.2,0.7,1.0
456,Brandan Wright\wrighbr03,PF,29,MEM,8,0,13.9,3.1,5.5,.568,0.0,0.1,.000,3.1,5.4,.581,.568,0.6,1.1,.556,1.3,1.3,2.5,0.1,0.4,0.8,0.4,1.1,6.9
457,Delon Wright\wrighde01,PG,24,TOR,5,0,15.6,2.2,4.6,.478,0.4,1.4,.286,1.8,3.2,.563,.522,1.4,1.6,.875,0.2,1.0,1.2,1.2,0.4,0.4,0.0,1.4,6.2
458,James Young\youngja01,SG,21,BOS,23,0,7.6,1.0,2.1,.469,0.4,1.1,.385,0.6,1.0,.565,.571,0.2,0.3,.714,0.3,0.7,1.0,0.2,0.3,0.0,0.1,0.5,2.7
459,Joe Young\youngjo01,PG,24,IND,27,0,4.6,0.9,2.5,.358,0.2,0.9,.217,0.7,1.6,.432,.396,0.3,0.5,.692,0.0,0.5,0.5,0.5,0.1,0.0,0.1,0.2,2.3
460,Nick Young\youngni01,SG,31,LAL,53,53,26.3,4.6,10.6,.435,2.8,6.9,.405,1.8,3.7,.492,.567,1.4,1.6,.851,0.5,1.9,2.3,1.0,0.7,0.3,0.6,2.3,13.5
461,Thaddeus Young\youngth01,PF,28,IND,52,52,30.8,4.8,9.3,.522,0.8,2.1,.396,4.0,7.2,.559,.567,0.7,1.3,.554,1.5,4.6,6.1,1.7,1.8,0.5,1.5,1.9,11.2
462,Cody Zeller\zelleco01,PF,24,CHO,39,37,26.8,4.2,7.2,.587,0.0,0.0,,4.2,7.2,.587,.587,2.4,3.4,.692,2.3,4.2,6.5,1.4,0.8,1.1,1.3,3.2,10.8
463,Tyler Zeller\zellety01,C,27,BOS,37,5,11.5,1.7,3.5,.488,0.0,0.0,.000,1.7,3.5,.492,.488,0.4,0.7,.593,1.0,1.8,2.8,0.9,0.2,0.5,0.4,1.2,3.8
464,Stephen Zimmerman\zimmest01,C,20,ORL,10,0,3.8,0.6,1.3,.462,0.0,0.0,,0.6,1.3,.462,.462,0.0,0.1,.000,0.4,1.2,1.6,0.2,0.1,0.1,0.0,0.2,1.2
465,Paul Zipser\zipsepa01,SF,22,CHI,23,5,15.2,1.3,4.0,.341,0.6,2.0,.283,0.8,2.0,.400,.412,0.9,1.1,.800,0.3,1.9,2.3,0.4,0.3,0.2,0.7,1.0,4.1
466,Ivica Zubac\zubaciv01,C,19,LAL,25,1,14.0,2.6,5.1,.504,0.0,0.0,,2.6,5.1,.504,.504,0.8,1.1,.679,1.2,2.8,3.9,0.5,0.3,0.9,0.8,1.4,5.9
